epoch,loss,mean_iou,val_loss,val_mean_iou
0,0.700941968320021,0.4026526,0.7551411594917525,0.411545991897583
1,0.6386928766916443,0.4110312,0.7361565872804442,0.4104750156402588
2,0.6131244650725306,0.41052824,0.7120612637320561,0.41049036383628845
3,0.6061910102221107,0.41021174,0.6849288789194021,0.41033005714416504
4,0.6004096400085374,0.4103218,0.6557044155562102,0.4102661609649658
5,0.5956621522927166,0.4102458,0.6326046363631291,0.41019707918167114
6,0.5893272636937067,0.41021433,0.6209489934480013,0.41007739305496216
7,0.5860307012031327,0.40999982,0.6084504385492695,0.4099575877189636
8,0.5845091769944376,0.4099533,0.5994874336826268,0.40984392166137695
9,0.580723270057248,0.4098124,0.5959219905867505,0.4097740054130554
10,0.5819031506233152,0.40964136,0.5929792434421938,0.40962615609169006
11,0.5770788396373515,0.40961775,0.583983977339161,0.4095694124698639
12,0.5765636724421437,0.40954694,0.585515509790449,0.4094691276550293
13,0.5740758026417215,0.40939125,0.5845645185726792,0.40939441323280334
14,0.5727726661941503,0.40940693,0.5786438744459579,0.40933138132095337
15,0.5721609596391618,0.40929556,0.5802129320244291,0.4092791676521301
16,0.569040268115934,0.40926751,0.5746344096625029,0.4092429578304291
17,0.5669504893359854,0.4092513,0.5749575691436654,0.4092021882534027
18,0.565899364687317,0.40923455,0.5717134271095048,0.40916338562965393
19,0.5639993378376684,0.40921056,0.5670045267290144,0.40911665558815
20,0.5635044439317377,0.4091648,0.5697046838589569,0.40904855728149414
21,0.5615497508254612,0.4090012,0.5668498037466362,0.40900474786758423
22,0.5598775127633887,0.40895244,0.5629598729646028,0.4089740812778473
23,0.5584171284885944,0.4089373,0.5637929226035503,0.40894952416419983
24,0.5575161903454099,0.40892544,0.5597654758994259,0.4089258313179016
25,0.555212669704684,0.40891418,0.5589115005820545,0.4089058041572571
26,0.5539702193851692,0.40890744,0.5583986123995994,0.40887683629989624
27,0.55136471630922,0.40883827,0.5588873526943263,0.4088514447212219
28,0.5512647805720025,0.4088494,0.5563845420951274,0.4088290333747864
29,0.5504946231248959,0.40882283,0.5539812552395151,0.4088119566440582
30,0.5488842875012513,0.408829,0.5545374991288826,0.4087866246700287
31,0.5469285994026791,0.4087638,0.5541289982511036,0.40877118706703186
32,0.5459024562171443,0.40878013,0.5535942502875826,0.4087558686733246
33,0.5445135241717248,0.4087715,0.549479742548359,0.40874528884887695
34,0.5459243466407308,0.4087266,0.5561999358347992,0.4087255895137787
35,0.5430827539160873,0.40873322,0.5465412646976869,0.40871286392211914
36,0.5437150631180252,0.40870425,0.5520744208079665,0.4086912274360657
37,0.540348936669269,0.40872014,0.5464518079117163,0.4086911678314209
38,0.5390665181240633,0.40872988,0.5424429471813031,0.40869221091270447
39,0.5370055551750348,0.40871435,0.5442178898782872,0.4086925983428955
40,0.536471225729036,0.40871534,0.5425884465673076,0.40869060158729553
41,0.5343162290393614,0.4087188,0.5397206882932293,0.408694326877594
42,0.5337681357144914,0.40872565,0.5404841632985357,0.4086933135986328
43,0.5324509526366619,0.40871164,0.5393738052738246,0.4086983799934387
44,0.5310363062776341,0.4086984,0.5380280934162994,0.40871167182922363
45,0.5293185856211838,0.40871263,0.5358574933080531,0.40871959924697876
46,0.5292111368815895,0.4087362,0.5373813705657845,0.4087274670600891
47,0.5283882621410079,0.40873393,0.5338103495427032,0.40873298048973083
48,0.5259847589590854,0.40872967,0.5338479262679371,0.40874233841896057
49,0.5250602974425106,0.40874484,0.5338705217660363,0.4087546765804291
50,0.5238897081829027,0.4088665,0.531190763658552,0.4091832637786865
51,0.5218665801964787,0.40956444,0.5301159531322878,0.409947007894516
52,0.522804143911175,0.41028032,0.53072484393618,0.41063109040260315
53,0.521378339325413,0.4109419,0.5257758760630195,0.411252498626709
54,0.5193970262213529,0.41154826,0.5291776470283964,0.41182032227516174
55,0.5194904544262546,0.4120768,0.5288949840104402,0.41233688592910767
56,0.5178631623190632,0.41257277,0.5289793299205268,0.41280674934387207
57,0.5165539006787548,0.41303298,0.5238251147875145,0.41324812173843384
58,0.5152935363957736,0.41343904,0.5248993328258172,0.4136527478694916
59,0.514593843203872,0.41383016,0.5227528116596278,0.41403284668922424
